subject,topic,question,option_a,option_b,option_c,option_d,correct_letter,explanation,difficulty,source,tags
Web Technologies & Internet / PHP,basic html,Rendering engine is not responsible for,parsing the markup content (HTML),"parsing style information (CSS, XSL, and so on)",generating a visual presentation of the formatted content including media files referenced,none of the mentioned,D,All the options mentioned are responsibility of rendering engine.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=2,
Web Technologies & Internet / PHP,basic html,Firefox uses _________ rendering engine.,WebKit,Gecko,Trident,Presto,B,Gecko is a web browser engine used in many applications developed by Mozilla Foundation and the Mozilla Corporation as well as in many other open source software projects. Gecko is free and open-source software subject to the terms of the Mozilla Public License version 2.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=2,
Web Technologies & Internet / PHP,basic html,What is the use of “defer” attribute?,It defers rendering of html page,It defers script execution until the page has been rendered,It defers rendering of css attributes,None of mentioned,B,"The defer attribute is a boolean attribute. When present, it specifies that the script is executed when the page has finished parsing.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=2,
Web Technologies & Internet / PHP,basic html,Which of the following statements is false?,async and defer attributes of script tag execute before the DOMContentLoaded event,defer executes each script sequentially,async executes each script when it is ready,all older browsers supports async attribute,D,All older browsers does not support async. So async and defer are used together in combination.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=2,
Web Technologies & Internet / PHP,basic html,Which of the following is used to read a HTML page and render it?,Web browser,Web server,Web matrix,None of the mentioned,A,"A web browser (commonly referred to as a browser) is a software application for retrieving, presenting and traversing information resources on the World Wide Web.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=2,
Web Technologies & Internet / PHP,basic html,Which of the following is the first web browser?,Nexus,Netscape Navigator,Internet Explorer,Mosaic,A,"The first web browser was invented in 1990 called World Wide Web which was later renamed to Nexus. 

 
 
 
 



 
 
 
 
 
 
 
 
 
 
 
 
 
1
2
3
4
5
6
7
8
9
10

 
 
 
 
 
 
 
 
 Read More Section(Basic HTML)
 Each Section contains maximum 100 MCQs question on Basic HTML. To get more questions visit other sections.
 
 Basic HTML - Section 2
 Basic HTML - Section 3
 
 


 
 
 
 

 
 

 -->
 
 
 


 

-->
 
 
 Copyright © 2026 Examveda.com
 
 
 
 
 
 
 
 
 
 About Us |
 Terms & Condition |
 Privacy Policy |
 Contact Us",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=2,
Web Technologies & Internet / PHP,basic html,Who created the first web browser,Tim Berners Lee,"Jacobs,Lan",Marc Andeersen,Mozilla foundation,A,"Sir Timothy John “Tim” Berners-Lee, also known as TimBL, is an English computer scientist, best known as the inventor of the World Wide Web. He made a proposal for an information management system in March 1989, and he implemented the first successful communication between a Hypertext Transfer Protocol (HTTP) client and server via the Internet sometime around mid-November of that same year.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=3,
Web Technologies & Internet / PHP,basic html,The open source software version of netscape is,Chrome,Mozilla,Internet Explorer,Erwise,B,"On February 23, 1998, Netscape Communications Corporation created a project called Mozilla to co-ordinate the development of the Mozilla Application Suite, the open source version of Netscape’s internet software, Netscape Communicator.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=3,
Web Technologies & Internet / PHP,basic html,Which of the following is not an IDE,BlueGriffon 1.5.2,Aptana studio 3,TextEdit(Mac),Dreamweaver,C,TextEdit is a highly versatile word processor included with OS X.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=3,
Web Technologies & Internet / PHP,basic html,IDE stands for,Internet Development Environment,Integrated Development Environment,Intelligent Development Environment,None of the mentioned,B,"An integrated development environment (IDE) or interactive development environment is a software application that provides comprehensive facilities to computer programmers for software development. An IDE normally consists of a source code editor, build automation tools and a debugger.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=3,
Web Technologies & Internet / PHP,basic html,We can define ________ number of sites with one copy of dreamweaver installed on our computer.,990,10,only 1,unlimited,D,Dreamweaver is an IDE to build custom web apps and applications. There is no definite liit to it.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=3,
Web Technologies & Internet / PHP,basic html,What should we add to a template in Dreamweaver in order to control where page content goes?,Editable Regions,HTML controllers,Frames,Content Controllers,A,Editable template regions control which areas of a template-based page a user can edit.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=3,
Web Technologies & Internet / PHP,basic html,Blue Griffon is based on ________ rendering engine,WebKit,Gecko,Presto,None of the mentioned,B,"BlueGriffon is a new WYSIWYG content editor for the World Wide Web. Powered by Gecko, the rendering engine of Firefox, it’s a modern and robust solution to edit Web pages in conformance to the latest Web Standards.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=3,
Web Technologies & Internet / PHP,basic html,Swapping images in dreamweaver is best if,The images are the same “Mime” type,The images are the same color,The images are the same size,You use the “Constrain” tool,C,It helps the transition when compressing the image.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=3,
Web Technologies & Internet / PHP,basic html,Choose the inappropriate option with respect to Blue Griffon 1.5.2. Blue Griffon,includes tools for developing HTML5 pages,abstracts out many css3 effects,supports direct embedding of audio and video files,supports swapping of videos of any length,D,"This feature is not provide by the editor. 

 
 
 
 



 
 
 
 
 
 
 
 
 
 
 
 
 
1
2
3
4
5
6
7
8
9
10

 
 
 
 
 
 
 
 
 Read More Section(Basic HTML)
 Each Section contains maximum 100 MCQs question on Basic HTML. To get more questions visit other sections.
 
 Basic HTML - Section 2
 Basic HTML - Section 3
 
 


 
 
 
 

 
 

 -->
 
 
 


 

-->
 
 
 Copyright © 2026 Examveda.com
 
 
 
 
 
 
 
 
 
 About Us |
 Terms & Condition |
 Privacy Policy |
 Contact Us",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=3,
Web Technologies & Internet / PHP,basic html,Choose the correct statement for HTML,Exo is a cloud-based ide that offers collaboration and deployment features,Exo does not support java and python,Exo supports javascript and html5,Both a and c,D,"Exo provides a free, cloud-based IDE that offers collaboration and deployment features. In addition to HTML5 and JavaScript, it supports the development of Java, Ruby, and Python applications.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=4,
Web Technologies & Internet / PHP,basic html,"Which of following statement is true? 
i. Cloud9 has gained particular interest for its integration with GitHub and Bit Bucket authentication integration and real-time collaboration. 
ii. Cloud9 does not account for SSH and FTP access.",ii,i,i and ii,None of the mentioned,B,Cloud9 allows for SSH and FTP access and capabilities to work offline.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=4,
Web Technologies & Internet / PHP,basic html,Which of the following is not a web server?,Apache tomcat,BlueGriffon,Jetty,Tornado,B,BlueGriffon is an IDE.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=4,
Web Technologies & Internet / PHP,basic html,LightTPD is not used by,You Tube,Wikipedia,Meebo,LocalHost,D,"LighTPD is an open source web server, designed and optimized for high performance environments.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=4,
Web Technologies & Internet / PHP,basic html,Which of the following is not a prepackaged server stack?,WAMP,XAAMP,MAMP,None of the mentioned,D,"All the options mentioned (WAMP, XAMPP, and MAMP) are prepackaged server stacks commonly used in web development to set up a local development environment. They include a combination of software components such as a web server (Apache), a database management system (MySQL or MariaDB), and a scripting language (PHP) to provide a complete server environment for hosting websites or web applications.
 
Therefore, none of the mentioned options are not prepackaged server stacks.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=4,
Web Technologies & Internet / PHP,basic html,Which of the following is not a channel of mozilla?,Firefox,Firefox alpha,Firefox Beta,Firefox Aurora,B,The answer is self explanatory.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=4,
Web Technologies & Internet / PHP,basic html,Which of the following are automatically loaded and operates as a part of browser?,Add-ons,Plug-ins,Utilities,Widgets,B,"Plugin programs are automatically loaded and operates as a part of browser. 

 
 
 
 



 
 
 
 
 
 
 
 
 
 
 
 
 
1
2
3
4
5
6
7
8
9
10

 
 
 
 
 
 
 
 
 Read More Section(Basic HTML)
 Each Section contains maximum 100 MCQs question on Basic HTML. To get more questions visit other sections.
 
 Basic HTML - Section 2
 Basic HTML - Section 3
 
 


 
 
 
 

 
 

 -->
 
 
 


 

-->
 
 
 Copyright © 2026 Examveda.com
 
 
 
 
 
 
 
 
 
 About Us |
 Terms & Condition |
 Privacy Policy |
 Contact Us",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=4,
Web Technologies & Internet / PHP,basic html,Which of the following allows user to view a webpage?,Operating System,Website,Interpreter,Internet Browser,D,The answer is self explanatory.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=5,
Web Technologies & Internet / PHP,basic html,What is DOM in HTML?,Hierarchy of objects in ASP.NET,Application programming interface,Convention for representing and interacting with objects in html documents,None of the mentioned,C,"The Document Object Model (DOM) is a cross-platform and language-independent convention for representing and interacting with objects in HTML, XHTML, and XML documents.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=5,
Web Technologies & Internet / PHP,basic html,"This is used to<meta http-equiv=""X-UA-Compatible"" content=""IE=8"">",make web page compatible only with IE8,mimic behaviour of IE8,make web page incompatible only with IE8,None of the mentioned,B,It provides fallback for IE8.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=5,
Web Technologies & Internet / PHP,basic html,Which one of the following is an open source JavaScript library that enables styling for HTML5 elements in versions of Internet Explorer before IE 9 ?,HTML5,HTML5 Shiv,HTML5 Shim,None of the mentioned,B,"HTML5 Shiv is a JavaScript workaround, invented by Sjoerd Visscher, to enable styling of HTML5 elements in versions of Internet Explorer prior to version 9, which do not allow unknown elements to be styled without JavaScript.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=5,
Web Technologies & Internet / PHP,basic html,Which one of the following is not a step to install a library you need to perform the compatibility in browsers ?,Download the library from the github location,Uncompress the file,Insert the following code inside the head tag,None of the mentioned,D,All steps are required.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=5,
Web Technologies & Internet / PHP,basic html,Which property is used to detect the browser’s user agent and code based on the pertinent cases?,navigator.userAgent,navigator.user,navigator,return,A,An old strategy was to look at the property navigator.userAgent to detect the browser’s user agent and code based on the pertinent cases.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=5,
Web Technologies & Internet / PHP,basic html,"Some users have requested tests for IE’s float double margin bug, and support for position:fixed. Which API is suitable for them?",mq() media Plugin API,addTest() Plugin API,testAllProps() Plugin API,none of the mentioned,B,A custom plug-in uses code that you write and attach to a load test or a Web performance test.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=5,
Web Technologies & Internet / PHP,basic html,___________ is an open source JavaScript library that allows support for different levels of experiences based on the capabilities of each browser.,Navigator,Modernizr,Geolocation,Google API,B,Modernizr is an open source JavaScript library that allows support for different levels of experiences based on the capabilities of each browser using a simple feature detection model.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=5,
Web Technologies & Internet / PHP,basic html,____________ allows you to add custom styles to the document and test an element afterwards.,hasEvent(),testAllProps(),testProp(),modernizr.testStyles(),D,Modernizr.testStyles() allows you to add custom styles to the document and test an element afterwards. An element with the id of “modernizr” is injected into the page.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=5,
Web Technologies & Internet / PHP,basic html,___________ is used to test whether geolocation is supported in old browsers.,Modernizr,Modernizr.geolocation,Navigator.userAgent,Modernizr.js,C,"Since Modernizr is a JavaScript object with methods, we can use Modernizr.geolocation to test whether geolocation is supported.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=6,
Web Technologies & Internet / PHP,basic html,____________ is a resource loader (CSS and JavaScript) that was made to specifically to work side-by-side with Modernizr.,HasEvent(),Navigator.userAgent,Modernizr.load,None of the mentioned,C,"Modernizr.load is optional in your build, but if you are loading polyfills, there’s a good chance it can save you some bandwidth and boost performance a bit.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=6,
Web Technologies & Internet / PHP,basic html,In which part of the HTML metadata is contained?,body tag,html tag,head tag,title tag,C,"Metadata is data (information) about data. The meta tag provides metadata about the HTML document. Metadata will not be displayed on the page, but will be machine parsable.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=6,
Web Technologies & Internet / PHP,basic html,Which of the following is not a function of robots meta tag?,noindex,nofollow,norepeat,noarchive,C,"Valid values for the “CONTENT” attribute are: “INDEX”, “NOINDEX”, “FOLLOW”, “NOFOLLOW”.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=6,
Web Technologies & Internet / PHP,basic html,What is the role of charset attribute? It specifies,a scheme to be used to interpret the value of the content attribute,a name for the metadata,the character encoding for the HTML document,none of the mentioned,C,The charset is used to provide the character support.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=6,
Web Technologies & Internet / PHP,basic html,__________ prevents the page from being indexed altogether.,noarchive,nofollow,noindex,novalue,C,The noindex value of an HTML robots meta tag requests that automated Internet bots avoid indexing a web page.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=6,
Web Technologies & Internet / PHP,basic html,Which of the following is not supported in HTML5 ?,scheme,content,http-equiv,name,A,All other options are supported in HTML5 except option a.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=6,
Web Technologies & Internet / PHP,basic html,__________ prevents search engines from following links inside the page,noarchive,nofollow,noindex,novalue,B,"nofollow is a value that can be assigned to the rel attribute of an HTML a element to instruct some search engines that a hyperlink should not influence the link target’s ranking in the search engine’s index. 

 
 
 
 



 
 
 
 
 
 
 
 
 
 
 
 
 
1
2
3
4
5
6
7
8
9
10

 
 
 
 
 
 
 
 
 Read More Section(Basic HTML)
 Each Section contains maximum 100 MCQs question on Basic HTML. To get more questions visit other sections.
 
 Basic HTML - Section 2
 Basic HTML - Section 3
 
 


 
 
 
 

 
 

 -->
 
 
 


 

-->
 
 
 Copyright © 2026 Examveda.com
 
 
 
 
 
 
 
 
 
 About Us |
 Terms & Condition |
 Privacy Policy |
 Contact Us",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=6,
Web Technologies & Internet / PHP,basic html,Different meta tags are defined by changing the __________ attribute to a valid value.,scheme,content,http-equiv,name,D,The name attribute specifies a name for the information/value of the content attribute.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=7,
Web Technologies & Internet / PHP,basic html,__________ prevents search engines from showing a cached link for the page.,nobot,nofollow,noarchive,nosearch,C,noarchive helps block search indexing with meta tags.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=7,
Web Technologies & Internet / PHP,basic html,The value of the ___________ attribute refers to the time interval in seconds before the refresh is performed.,scheme,content,http-equiv,name,B,"The metadata can be used by browsers (how to display content or reload page), search engines (keywords), or other web services.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=7,
Web Technologies & Internet / PHP,basic html,__________ is an HTML specification used to add more information to HTML tags.,Macrodata,Microdata,Minidata,Modifydata,B,The Microdata spec provides a standardized syntax for additional semantic markup to your web pages to enhance the machine readability of your web pages.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=7,
Web Technologies & Internet / PHP,basic html,The microdata model consists of groups of name-value pairs known as,Item,Property,Value,URL,A,"The microdata model consists of groups of name-value pairs known as items. Each group is known as an item. Each item can have item types, a global identifier (if the vocabulary specified by the item types support global identifiers for items), and a list of name-value pairs.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=7,
Web Technologies & Internet / PHP,basic html,Every HTML element may have an ____________ attribute specified.,itemtype,relevant types,itemscope,none of the mentioned,C,"An element with the itemscope attribute specified creates a new item, a group of name-value pairs.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=7,
Web Technologies & Internet / PHP,basic html,Which of the following is true if the property value of a name-value pair added by an element with an itemprop attribute is a meta element ?,The value is the item created by the element.,"The value is the value of the element’s value attribute, if it has one, or the empty string otherwise","On getting, if the element has a datetime content attribute, the IDL attribute must return that content attribute’s value",The value is the element’s textContent.,B,The answer is self explanatory.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=7,
Web Technologies & Internet / PHP,basic html,Which of the following is true if the property value of a name-value pair added by an element with an itemprop attribute is a time element ?,The value is the element’s datetime value.,"The value is the value of the element’s content attribute, if any, or the empty string if there is no such attribute.","The value is the value of the element’s value attribute, if it has one, or the empty string otherwise.",The value is the element’s textContent.,A,"For date- and time-related data, the time element and its datetime attribute can be used.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=7,
Web Technologies & Internet / PHP,basic html,The ___________ of an item is the value of its element’s itemid attribute.,token,typed item,global identifier,none of the mentioned,C,"The global identifier of an item is the value of its element’s itemid attribute, if it has one, resolved relative to the element on which the attribute is specified. If the itemid attribute is missing or if resolving it fails, it is said to have no global identifier.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=7,
Web Technologies & Internet / PHP,basic html,"If the element has an itemscope attribute, it returns an __________ object with all the element’s properties.",itemscope,dom object,collection.namedItem,none of the mentioned,B,"When an HTML document is loaded into a web browser, it becomes a document object. 

 
 
 
 



 
 
 
 
 
 
 
 
 
 
 
 
 
1
2
3
4
5
6
7
8
9
10

 
 
 
 
 
 
 
 
 Read More Section(Basic HTML)
 Each Section contains maximum 100 MCQs question on Basic HTML. To get more questions visit other sections.
 
 Basic HTML - Section 2
 Basic HTML - Section 3
 
 


 
 
 
 

 
 

 -->
 
 
 


 

-->
 
 
 Copyright © 2026 Examveda.com
 
 
 
 
 
 
 
 
 
 About Us |
 Terms & Condition |
 Privacy Policy |
 Contact Us",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=7,
Web Technologies & Internet / PHP,basic html,Which of the following is true if the property value of a name-value pair added by an element with an itemprop attribute is a data element ?,"The value is the value of the element’s value attribute, if it has one, or the empty string otherwise.",The value is the item created by the element.,The value is the element’s datetime value.,None of the mentioned,A,"If the element is a data element, the value is the value of the element’s value attribute, if it has one, or the empty string otherwise.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=8,
Web Technologies & Internet / PHP,basic html,"Which method takes a string that contains an unordered set of unique space-separated tokens that are case-sensitive, representing types?",document.getItems,element.itemProp,collection.namedItem,none of the mentioned,A,"When called, the method must return a live NodeList object containing all the elements in the document, in tree order, that are each top-level microdata items whose types include all the types specified in the method’s argument, having obtained the types by splitting the string on spaces.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=8,
Web Technologies & Internet / PHP,basic html,Which of the following applications/software can be used to create a favicon?,Unity,Adobe Photoshop,Dreamweaver,VLC,B,"To create a favicon, we can use any graphic editor program in the market such as Adobe Photoshop or Fireworks.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=8,
Web Technologies & Internet / PHP,basic html,"y default, iOS adds ____________ effects to icons.",reflective shine,square corners and reflective shine,rounded corners and reflective shine,apple trademark,C,"Most of these icons are beautifully designed, and after Apple introduced a new meta tag named apple-touch-icon you can now display website icons on the iOS home screen when you bookmark a site.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=8,
Web Technologies & Internet / PHP,basic html,Favicon stands for,Fav icon,Favorite icon,Both a and b,None of the above,C,"A favicon also known as a shortcut icon, Web site icon, tab icon or bookmark icon, is a file containing one or more small icons, associated with a particular website or web page.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=8,
Web Technologies & Internet / PHP,basic html,Which attribute is used for favicon?,icon,title,rel,head,C,"The syntax is
<link rel=""shortcut icon"" type=""image/x-icon"" href=""favicon.ico"" />",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=8,
Web Technologies & Internet / PHP,basic html,Which image file format is not supported in Firefox?,ICO,PNG,SVG,APNG,C,"There are two possible reasons for this: a simple mistake in the SVG file, or a misconfigured server.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=8,
Web Technologies & Internet / PHP,basic html,The favicon was standardized by the,IANA,W3C,WIPO,EPO,B,The World Wide Web Consortium (W3C) is the main international standards organization for the World Wide Web (abbreviated WWW or W3).,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=8,
Web Technologies & Internet / PHP,basic html,"In 2003, the .ico format was registered with the ____________",IANA,W3C,WIPO,EPO,A,"In 2003, the .ico format was registered with the Internet Assigned Numbers Authority (IANA) under the MIME type image/vnd.microsoft.icon 

 
 
 
 



 
 
 
 
 
 
 
 
 
 
 
 
 
1
2
3
4
5
6
7
8
9
10

 
 
 
 
 
 
 
 
 Read More Section(Basic HTML)
 Each Section contains maximum 100 MCQs question on Basic HTML. To get more questions visit other sections.
 
 Basic HTML - Section 2
 Basic HTML - Section 3
 
 


 
 
 
 

 
 

 -->
 
 
 


 

-->
 
 
 Copyright © 2026 Examveda.com
 
 
 
 
 
 
 
 
 
 About Us |
 Terms & Condition |
 Privacy Policy |
 Contact Us",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=8,
Web Technologies & Internet / PHP,basic html,The recommended basic size for a favicon is ___________ pixels,16×16,26×26,48×48,both a and c,D,"The favicon is supposed to be a set of 16×16, 32×32 and 48×48 pictures in ICO format.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=9,
