subject,topic,question,option_a,option_b,option_c,option_d,correct_letter,explanation,difficulty,source,tags
Python Programming,introduction to python,Which of the following is NOT a Python data type?,Integer,Float,Character,String,C,"In Python, Character is not a built-in data type. 
Python does not have a specific data type called ""Character."" Instead, individual characters are represented as strings of length one. Therefore, strings encompass both single characters and longer sequences of characters. The other options, Integer, Float, and String, are all valid data types in Python for representing integers, floating-point numbers, and sequences of characters, respectively.",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-introduction-to-python/?page=2,
Python Programming,introduction to python,What is the main purpose of a loop in Python?,To write comments,To execute code only once,To repeat a block of code,To define functions,C,"The main purpose of a loop in Python is to repeat a block of code. 
Loops are fundamental control structures in programming languages that allow the execution of a certain block of code repeatedly. In Python, loops such as for loops and while loops enable you to iterate over sequences, perform operations on elements, and execute code multiple times based on specified conditions. This capability is essential for automating repetitive tasks, processing large amounts of data, and implementing algorithms that require repeated execution of certain steps.",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-introduction-to-python/?page=2,
Python Programming,introduction to python,Which of the following is NOT a valid loop in Python?,while loop,until loop,for loop,do-while loop,B,"In Python, until loop is not a valid loop construct. 
Python does not have an ""until"" loop construct like some other programming languages such as Ruby or Perl. Instead, Python provides the while loop for executing a block of code repeatedly as long as a condition is true, and the for loop for iterating over a sequence of elements. Additionally, Python does not have a built-in ""do-while"" loop construct like some other languages, but similar behavior can be achieved using the while loop in combination with a pre-test.",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-introduction-to-python/?page=2,
Python Programming,introduction to python,What is the purpose of a function in Python?,To perform arithmetic operations,To create graphical interfaces,To organize and reuse code,To define classes,C,"The purpose of a function in Python is to organize and reuse code. 
Functions in Python encapsulate a set of instructions that perform a specific task. They allow you to break down your program into smaller, manageable pieces, making the code more organized, readable, and maintainable. By defining functions, you can avoid redundancy by reusing the same block of code multiple times throughout your program. This promotes code reusability and modularity, which are essential principles in software development. While Python supports arithmetic operations, graphical interfaces, and class definitions, these are not the primary purpose of functions.",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-introduction-to-python/?page=2,
Python Programming,introduction to python,How is a function defined in Python?,function my_function():,def my_function():,def my_function::,my_function def():,B,"In Python, a function is defined using the syntax def my_function():. 
The ""def"" keyword is used to indicate the start of a function definition, followed by the function name and parentheses. Any parameters that the function accepts are placed within these parentheses. The colon at the end of the line indicates the beginning of the function's code block. Inside the code block, you write the statements that define what the function does when called. This includes any operations, computations, or actions the function performs. Defining functions allows you to encapsulate reusable pieces of code and execute them whenever needed.",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-introduction-to-python/?page=2,
Python Programming,introduction to python,Which of the following is used to define a block of code in Python language?,Indentation,Key,Brackets,All of the mentioned,A,"In Python language, a block of code is defined using Indentation. 
Indentation refers to the spaces or tabs that precede statements within a block of code. In Python, indentation is used to define the structure and hierarchy of code blocks, such as those within functions, loops, conditional statements, and classes. Proper indentation is crucial for Python's syntax and readability. Unlike some other programming languages that use braces or brackets to denote code blocks, Python relies solely on indentation to indicate the beginning and end of blocks. This consistent indentation style helps improve code readability and maintainability.",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-introduction-to-python/?page=2,
Python Programming,introduction to python,Which keyword is used for function in Python language?,Function,def,Fun,Define,B,"In Python language, the keyword used for defining a function is def. 
The ""def"" keyword is followed by the function name and a pair of parentheses that may contain parameters. This defines a function in Python. When you use the ""def"" keyword, you are indicating to Python that you are about to define a new function with the specified name and parameters. This keyword is essential for creating reusable blocks of code that can be called and executed multiple times throughout a program. 

 
 
 
 



 
 
 
 
 
 
 
 
 
 
 
 
 
1
2
3
4
5
6
7
8
9

 
 
 
 
 
 
 
 
 
 

 
 

 -->
 
 
 


 

-->
 
 
 Copyright © 2026 Examveda.com
 
 
 
 
 
 
 
 
 
 About Us |
 Terms & Condition |
 Privacy Policy |
 Contact Us",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-introduction-to-python/?page=2,
Python Programming,introduction to python,What does the return statement do in a function?,It terminates the function immediately,It outputs a value from the function,It defines a loop condition,It defines an if-statement condition,B,"In a function, the return statement is used to output a value from the function. 
When a return statement is encountered in a function, it immediately exits the function and sends back the specified value to the caller. This allows the function to produce a result or output that can be used in other parts of the program. The returned value can be assigned to variables, used in expressions, or passed as arguments to other functions. The return statement is essential for functions to be able to provide results or perform computations that yield outputs.",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-introduction-to-python/?page=3,
Python Programming,introduction to python,What is the purpose of a module in Python?,To define classes,To create graphical interfaces,"To organize functions, classes, and variables",To execute code line by line,C,"In Python, the purpose of a module is to organize functions, classes, and variables. 
A module in Python is a file containing Python definitions and statements. The primary purpose of modules is to organize related code into reusable units. Modules can contain functions, classes, variables, and even other modules. By structuring code into modules, you can break down large programs into smaller, more manageable pieces, making it easier to understand, maintain, and reuse. Additionally, modules facilitate code sharing and collaboration among developers by providing a standardized way to encapsulate and distribute functionality.",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-introduction-to-python/?page=3,
Python Programming,introduction to python,Which of the following is a valid way to handle errors in Python?,Using the throws statement,Using the except clause,Using the else clause,Using the catch block,B,"In Python, a valid way to handle errors is using the except clause. 
The except clause is used in conjunction with try-except blocks to catch and handle exceptions or errors that occur during the execution of code. When an error occurs within the try block, Python looks for an appropriate except block to handle the error. If an except block corresponding to the type of error is found, the code within that block is executed to handle the error gracefully. This mechanism allows you to anticipate and respond to errors in your code, preventing unexpected crashes and improving the robustness of your programs.",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-introduction-to-python/?page=3,
Python Programming,introduction to python,What is the purpose of the try and except blocks in Python?,To handle errors and exceptions,To define functions,To create loops,To declare variables,A,"In Python, the purpose of the try and except blocks is to handle errors and exceptions. 
The try block is used to enclose the code that may potentially raise an exception or error. The except block is used to specify the actions to be taken if an exception occurs within the try block. When an error occurs within the try block, Python jumps to the corresponding except block to handle the error gracefully, preventing the program from crashing. This mechanism allows you to anticipate and respond to errors in your code, improving its reliability and robustness.",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-introduction-to-python/?page=3,
Python Programming,introduction to python,What is the role of the import statement in Python?,To declare variables,To define classes,To import external modules,To output text to the console,C,"In Python, the import statement is used to import external modules. 
The import statement allows you to access functionality defined in external modules and use it in your Python program. Modules are Python files that contain Python code, including variables, functions, and classes. By importing modules, you can reuse code, organize related functionality, and extend the capabilities of your program. Python provides a rich ecosystem of built-in and third-party modules that cover a wide range of tasks and domains, including math, file I/O, networking, and more. The import statement is essential for leveraging this existing functionality and building powerful Python applications.",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-introduction-to-python/?page=3,
Python Programming,introduction to python,What is the purpose of an if-statement in Python?,To create loops,To define functions,To handle exceptions,To make decisions,D,"In Python, the purpose of an if-statement is to make decisions. 
The if-statement allows you to execute certain code blocks based on specified conditions. It evaluates a given expression and, if the result is true, executes the block of code associated with that condition. If the result is false, it may optionally execute an alternative block of code specified by an else statement. The ability to make decisions based on conditions is fundamental to programming, and the if-statement provides a powerful mechanism for controlling the flow of execution in a Python program based on varying circumstances.",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-introduction-to-python/?page=3,
Python Programming,introduction to python,Which of these is the definition for packages in Python?,A set of main modules,A folder of python modules,A number of files containing Python definitions and statements,A set of programs making use of Python modules,B,"In Python, packages are defined as a folder of python modules. 
A package in Python is a directory that contains a special file named ""init.py"" along with other Python modules or sub-packages. These modules can be accessed using dot notation. Packages allow you to organize related modules into a hierarchical structure, providing a convenient way to manage and distribute code. By structuring code into packages, you can create reusable components, improve code organization, and facilitate code sharing and collaboration.",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-introduction-to-python/?page=3,
Python Programming,introduction to python,"What is the output of print(""Hello, "" + ""world!"")?","Hello, world!",Hello world!,Hello + world!,Error,A,"The output of print(""Hello, "" + ""world!"") is Hello, world!. 
The print() function in Python is used to output text to the console. In this case, the function prints the concatenated string ""Hello, "" followed by ""world!"" resulting in ""Hello, world!"" being displayed on the console. The plus (+) operator is used for string concatenation, which combines the two strings into a single string. Therefore, the correct output is ""Hello, world!"".",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-introduction-to-python/?page=3,
Python Programming,introduction to python,What does the range() function in Python generate?,A sequence of integers,A random number,A floating-point number,A list of strings,A,"The range() function in Python generates a sequence of integers. 
When called with one argument, range(n) produces a sequence of integers from 0 up to (but not including) n. When called with two arguments, range(start, stop) produces a sequence of integers from start up to (but not including) stop. The range() function is commonly used in for loops to iterate over a sequence of numbers. It provides a convenient way to generate sequences of integers without needing to manually specify each individual value.",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-introduction-to-python/?page=3,
Python Programming,introduction to python,"What is the output of print(""Hello, World!"")?","Hello, World!",Hello,World!,Error,A,"The output of print(""Hello, World!"") is Hello, World!. 
The print() function in Python is used to output text to the console. In this case, the function prints the string ""Hello, World!"" exactly as it is written, resulting in ""Hello, World!"" being displayed on the console. Therefore, the correct output is ""Hello, World!"".
 

 
 
 
 



 
 
 
 
 
 
 
 
 
 
 
 
 
1
2
3
4
5
6
7
8
9

 
 
 
 
 
 
 
 
 
 

 
 

 -->
 
 
 


 

-->
 
 
 Copyright © 2026 Examveda.com
 
 
 
 
 
 
 
 
 
 About Us |
 Terms & Condition |
 Privacy Policy |
 Contact Us",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-introduction-to-python/?page=3,
Python Programming,introduction to python,"What will be the value of the following Python expression? 
4 + 3 % 5",7,2,4,1,A,"The expression 4 + 3 % 5 evaluates to 7 in Python.
 
Here's the breakdown:
 
#1. 3 % 5 calculates the remainder when 3 is divided by 5, which is 3. 
#2. 4 + 3 then adds 4 to the result of the modulo operation, resulting in 7. 
 
Therefore, the value of the expression is 7.",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-introduction-to-python/?page=4,
Python Programming,introduction to python,"Python supports the creation of anonymous functions at runtime, using a construct called . . . . . . . .",pi,anonymous,lambda,none of the mentioned,C,"In Python, the creation of anonymous functions at runtime is supported using a construct called lambda. 
The lambda keyword in Python is used to define anonymous functions, also known as lambda functions. Lambda functions are small, inline functions that can have any number of parameters but can only have one expression. They are often used for short, one-off operations where defining a named function would be overkill. Lambda functions are particularly useful when passing functions as arguments to higher-order functions like map(), filter(), and reduce().",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-introduction-to-python/?page=4,
Python Programming,introduction to python,What is the order of precedence in python?,"Exponential, Parentheses, Multiplication, Division, Addition, Subtraction","Exponential, Parentheses, Division, Multiplication, Addition, Subtraction","Parentheses, Exponential, Multiplication, Division, Subtraction, Addition","Parentheses, Exponential, Multiplication, Division, Addition, Subtraction",B,"Operators with higher precedence are evaluated before operators with lower precedence. When operators have the same precedence, they are evaluated from left to right.
 
Therefore, the correct order of precedence in Python is Exponential, Parentheses, Division, Multiplication, Addition, Subtraction.",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-introduction-to-python/?page=4,
Python Programming,introduction to python,What does pip stand for python?,Pip Installs Python,Pip Installs Packages,Preferred Installer Program,All of the mentioned,C,"In Python, pip stands for Pip Installs Packages. 
Pip is a package management system used to install and manage software packages written in Python. It simplifies the process of installing and managing dependencies for Python projects. With pip, you can easily install, uninstall, and upgrade Python packages from the Python Package Index (PyPI) or other sources. It is a valuable tool for Python developers to streamline the development process and ensure that their projects have access to the necessary libraries and dependencies.",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-introduction-to-python/?page=4,
Python Programming,introduction to python,Which of the following is true for variable names in Python?,underscore and ampersand are the only two special characters allowed,unlimited length,all private members must have leading and trailing underscores,none of the mentioned,B,"In Python, variable names have the following characteristics: 

 They can be of unlimited length, allowing for descriptive and meaningful names. 
 They can consist of letters (both uppercase and lowercase), digits, and underscores (_). 
 They cannot begin with a digit. 
 They are case-sensitive, meaning uppercase and lowercase letters are considered distinct. 

Therefore, the correct statement for variable names in Python is that they have unlimited length.",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-introduction-to-python/?page=4,
Python Programming,introduction to python,Which of the following functions is a built-in function in python?,factorial(),print(),seed(),sqrt(),B,"In Python, the print() function is a built-in function. 
Built-in functions are functions that are available as part of the Python language and do not require any imports or external dependencies to use. They are pre-defined and readily accessible for common tasks such as input/output operations, mathematical calculations, type conversions, and more. The print() function, in particular, is widely used to display output to the console or other output streams. It takes one or more arguments and prints them to the standard output, separated by spaces by default. Therefore, the correct option for the built-in function in Python is print().",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-introduction-to-python/?page=4,
Python Programming,introduction to python,Which of the following is the use of id() function in python?,Every object doesn't have a unique id,Id returns the identity of the object,All of the mentioned,None of the mentioned,B,"In Python, the id() function is used to return the identity of an object. 
Every object in Python has a unique identity, which is a numeric value that is guaranteed to be unique and constant for the lifetime of the object. The id() function returns this unique identifier for the specified object. It can be used to determine whether two variables refer to the same object or not. Therefore, the correct usage of the id() function in Python is to return the identity of the object.",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-introduction-to-python/?page=4,
Python Programming,introduction to python,Which one of the following is the use of function in python?,Functions don't provide better modularity for your application,you can't also create your own functions,Functions are reusable pieces of programs,All of the mentioned,C,"In Python, the primary use of functions is to create reusable pieces of programs. 
Functions allow you to encapsulate a block of code that performs a specific task and give it a name, making it reusable throughout your program. By defining functions, you can break down complex tasks into smaller, more manageable units, which improves modularity and maintainability of your code. Functions can be called multiple times from different parts of your program, allowing you to avoid code duplication and write more efficient and organized code. Therefore, the correct usage of functions in Python is that they are reusable pieces of programs.",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-introduction-to-python/?page=4,
Python Programming,introduction to python,Which of the following functions can help us to find the version of python that we are currently working on?,sys.version(1),sys.version(0),sys.version(),sys.version,D,"In Python, to find the version of Python that we are currently working on, we can use the sys.version attribute. 
The sys.version attribute returns a string containing the Python version number and additional information about the Python implementation. It does not require any arguments, so the correct way to access the version information is sys.version. Therefore, the correct option to find the version of Python is sys.version.",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-introduction-to-python/?page=4,
Python Programming,introduction to python,"What will be the output of the following Python program? 
i = 0
while i",error,0 1 2 0,0 1 2,none of the mentioned,C,"The code initializes the variable i to 0. 
 Then, it enters a while loop that continues as long as i is less than 5. 
 Inside the loop, it prints the current value of i. 
 It then increments i by 1. 
 If i becomes equal to 3, the if condition is met, and the break statement is executed, exiting the loop. 
 Otherwise, the loop continues until i reaches 5. 
 Since the loop is exited via the break statement and not by reaching the end condition, the else block associated with the loop is not executed. 
 Therefore, the output will be: 0 1 2. 

 
 
 
 



 
 
 
 
 
 
 
 
 
 
 
 
 
1
2
3
4
5
6
7
8
9

 
 
 
 
 
 
 
 
 
 

 
 

 -->
 
 
 


 

-->
 
 
 Copyright © 2026 Examveda.com
 
 
 
 
 
 
 
 
 
 About Us |
 Terms & Condition |
 Privacy Policy |
 Contact Us",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-introduction-to-python/?page=4,
Python Programming,introduction to python,What is the order of namespaces in which Python looks for an identifier?,"Python first searches the built-in namespace, then the global namespace and finally the local namespace","Python first searches the built-in namespace, then the local namespace and finally the global namespace","Python first searches the local namespace, then the global namespace and finally the built-in namespace","Python first searches the global namespace, then the local namespace and finally the built-in namespace",B,"When Python encounters an identifier (variable or function name), it searches for it in a specific order across different namespaces. 
 The order of namespaces that Python looks for an identifier is: 
 Built-in namespace: Python first searches the built-in namespace, which contains the names of all built-in functions, exceptions, and constants. 
 Local namespace: Next, Python searches the local namespace, which contains names defined within the current function or code block. 
 Global namespace: If the identifier is not found in the local namespace, Python searches the global namespace, which contains names defined at the top level of the current module or in the global scope. 
 If the identifier is not found in any of these namespaces, Python raises a NameError. 
 Therefore, the correct order of namespaces in which Python looks for an identifier is: built-in namespace, local namespace, ",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-introduction-to-python/?page=5,
Python Programming,introduction to python,"What will be the output of the following Python function? 
min(max(False,-3,-4), 2,7)",-4,-3,2,False,D,"In Python, the boolean value False evaluates to 0 in numeric contexts. 
 The max() function returns the largest of the given arguments. 
 Here, we have the expression max(False, -3, -4). 
 Since False is equivalent to 0, and -3 and -4 are numeric values, the largest value among them is 0. 
 Therefore, the output of max(False, -3, -4) is False. 
 The min() function then evaluates min(False, 2, 7), and since False evaluates to 0 and 2 and 7 are greater than 0, the minimum value among them is False. 
 Hence, the overall output is False.",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-introduction-to-python/?page=5,
Python Programming,introduction to python,"What will be the output of the following Python function? 
len([""hello"",2, 4, 6])",Error,6,4,3,C,"The len() function returns the number of items in an object. 
 Here, we have a list [""hello"", 2, 4, 6]. 
 The list contains 4 items: a string, two integers, and another integer. 
 Therefore, the output of len([""hello"", 2, 4, 6]) will be 4.",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-introduction-to-python/?page=5,
Python Programming,introduction to python,Which of the following is not a core data type in Python programming?,Tuples,Lists,Class,Dictionary,C,"In Python, the core data types include: 
 1. Tuples 
 2. Lists 
 3. Dictionary 
 However, Classes are not considered a core data type in Python. 
 Classes are used to create user-defined data structures that bundle data attributes and methods. 
 Therefore, the correct option is Option C: Class.",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-introduction-to-python/?page=5,
Python Programming,introduction to python,Which one of the following is not a keyword in Python language?,pass,eval,assert,nonlocal,B,"In Python, keywords are reserved identifiers that have special meanings and purposes within the language. 
 eval is not a keyword in Python; rather, it is a built-in function used to evaluate a Python expression stored in a string. 
 Keywords like pass, assert, and nonlocal have specific meanings in Python and are reserved for special purposes within the language. 
 Therefore, the correct option is Option B: eval.",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-introduction-to-python/?page=5,
Python Programming,introduction to python,"What will be the output of the following Python code? 
x = [[0], [1]]
print((' '.join(list(map(str, x))),))",01,[0] [1],('01'),"('[0] [1]',)",D,"In the given code, the variable x is assigned a list containing two sublists: [[0], [1]]. 
 The map() function is used to apply the str() function to each element of x, converting them to strings. 
 Then, list() is used to convert the resulting map object to a list. 
 The join() function concatenates these strings with a space separator. 
 Finally, the result is enclosed in a tuple using (...) and printed. 
 Therefore, the output will be: ('[0] [1]',).",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-introduction-to-python/?page=5,
Python Programming,introduction to python,"What will be the output of the following Python code? 
def foo():
 try:
 return 1
 finally:
 return 2
k = foo()
print(k)","error, there is more than one return statement in a single try-finally block",3,2,1,C,"In the given code, the function foo() is defined. 
 Inside the function, there is a try-finally block. 
 In the try block, return 1 is encountered. 
 However, before returning, the finally block executes, which contains return 2. 
 As per the behavior of finally, it always executes, regardless of whether there is an exception or not. 
 Therefore, the return 2 statement in the finally block is executed, and 2 is returned from the function. 
 When foo() is called and its return value is assigned to k, k will be 2. 
 Hence, the output will be 2.",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-introduction-to-python/?page=5,
Python Programming,introduction to python,To add a new element to a list we use which Python command?,list1.addEnd(5),list1.addLast(5),list1.append(5),list1.add(5),C,"In Python, to add a new element to the end of a list, the append() method is used. 
 The syntax for using append() is list_name.append(element), where list_name is the name of the list and element is the value to be added. 
 append() adds the specified element to the end of the list, increasing the list's length by one. 
 Therefore, list1.append(5) will add the element 5 to the end of list1.",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-introduction-to-python/?page=5,
