subject,topic,question,option_a,option_b,option_c,option_d,correct_letter,explanation,difficulty,source,tags
C++ / OOP,List of OOPs,Which function incorporates a membership 'identity label' in the header?,Member functions,Normal functions,Inline functions,Constant functions,A,A member function incorporates a membership 'identity label' in the header. This 'label' refers to which class the function belongs to.,medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,A non-member function cannot access which data of the class?,Private data,Public data,Protected data,All of the above,A,A member function can access private data of the class but a non-member function cannot do that.,medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,____ member variables are initialized to zero when the first object of its class is created?,Static,Local,Global,External,A,Static member variables are initialized to zero when the first object of its class is created. NO other alternative is provided.,medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,How many types of abstractions are there in an object-oriented programming language?,2 types,3 types,4 types,None,C,"There are 4 types of abstraction in an object-oriented programming language. They are as follows: Entity abstraction, Action abstraction, Virtual Machine Abstraction, and coincidental Abstraction.",medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,An object that represents a useful model of a problem domain is which type of abstraction?,Action Abstraction,Virtual Machine Abstraction,Coincidental Abstraction,Entity Abstraction,D,Entity Abstraction is an object that represents a useful model of a problem domain or solution-domain entity.,medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,"An object that provides a general set of operations, all of which perform the same kind of function is which type of abstraction?",Action Abstraction,Virtual Machine Abstraction,Coincidental Abstraction,Entity Abstraction,A,"Action Abstraction is an object that provides a general set of operations, all of which perform the same kind of function.",medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,An object that groups together operations that are all used by some superior level of control or operations that all use some junior-level set of operations is which type of abstraction?,Action Abstraction,Virtual Machine Abstraction,Coincidental Abstraction,Entity Abstraction,B,Virtual Machine Abstraction is an object that groups together operations that are all used by some superior level of control or operations that all use some junior-level set of operations.,medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,An object that packages a set of operations that have no relations to each other is which type of abstraction?,Action Abstraction,Virtual Machine Abstraction,Coincidental Abstraction,Entity Abstraction,C,A coincidental Abstraction is an object that packages a set of operations that have no relations to each other.,medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,____ is the process of compartmentalizing the elements of an abstraction that contribute to its structure and behavior?,Encapsulation,Abstraction,Classes,Inheritance,A,Encapsulation is the process of compartmentalizing the elements of an abstraction that contribute to its structure and behavior.,medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,____ is the property that distinguishes an active object from one that is not active?,Typing,Concurrency,Hierarchy,Persistence,B,Concurrency is the property that distinguishes an active object from one that is not active.,medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,____ is the property of an object through which its existence transcends time?,Object,Concurrency,Hierarchy,Persistence,D,Persistence is the property of an object through which its existence transcends time (i.e. the object exists after its creator ceases to exist).,medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,What are manipulators?,Manipulators are used to specify a character that is used to fill the unused portion of the field,Manipulators are used to clear the flags specified,Manipulators are special functions that can be included in the I/O statements to alter the format parameters of a stream,Manipulators contain large numbers of member functions,C,Manipulators are special functions that can be included in the I/O statements to alter the format parameters of a stream. We use iomanip to access manipulators.,medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,To access manipulators the file ____ should be included in the program.,iomanip,ios,#include,None,A,We use iomanip to access manipulators.,medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,A _____ is a mechanism for converting values of various types into a sequence of characters.,istream,ios,ostream,iostream,C,A ostream is a mechanism for converting values of various types into a sequence of characters. It mainly handles output.,medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,What is ios stream class?,ios stream class contains a pointer to a buffer object,ios stream class inherits the properties of ios,ios stream contains overloaded insertion operator<<,ios stream contains overloaded extraction operator>>,A,"ios stream class contains a pointer to a buffer object, also it contains basic functionalities.",medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,What is iostream stream class?,iostream class inherits the properties of ios.,iosstream class inherits the properties of istream and ostream.,Only A,Only B,D,iostream class inherits the properties of istream and ostream.,medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,A _____ object is visible throughout a program module.,Static objects,Dynamic objects,External objects,Automatic objects,C,An object which is visible throughout a program module is called an External object. Also known as Global objects.,medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,A _____ object which exists for a particular period.,Static objects,Dynamic objects,External objects,Automatic objects,D,"Object which exists for a particular period is called Automatic objects, also known as local objects.",medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,A _____ object is an object which has the scope of an automatic object but the lifetime of an external object.,Static objects,Dynamic objects,External objects,Automatic objects,A,A Static object is an object which has the scope of an automatic object but the lifetime of an external object.,medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,How many types of object diagrams are there?,2 types,3 types,4 types,None,A,There are 2 types of object diagrams: Class diagrams and instance diagrams.,medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,Which of the following defines a Meta class?,A Meta class is a class that may not itself have any instances.,A Meta class is a class of a class.,Meta classes are classes that are different than plain classes.,All of the above,D,A Meta class is a class of a class that may not itself have any instances and are different than plain classes.,medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,Under which pillar of OOPS do base class and derived class relationships come?,Abstraction,Encapsulation,Inheritance,Polymorphism,C,The relationship between base class and derived class comes under the inheritance.,medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,Which one of the following defines correct differences between structure and class?,"Structure only holds the data, classes hold the data and functions","The structure holds the data and functions, classes only hold the data","The structure is the instance of the class, classes are a set of objects",Members of structure and class can be both public and private,A,Structure only holds the data and Classes hold the data and functions both.,medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,What are auto variables?,Auto variables are the variables that are visible to all the modules of a program,Auto variables are the variables that speed up the allocation of the CPU,Auto variables are the variables that are defined inside a function,Auto variables are the variables whose scope is limited,A,Auto variables are the variables that are visible to all the modules of a program. All the variables are defined as auto variables by default.,medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,What are Static variables?,Static variables are the variables that are visible in specific functions,Static variables are the variables that speed up the allocation of the CPU,Static variables are the variables that are defined within a function and retain their values from the previous call,All the variables are static variables by default,C,Static variables are the variables that are defined within a function and retain their values from the previous call.,medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,When an object is created an initialization needs to be done which is automatically done by the ____ function?,Constructor,Destructor,Friend,Member,A,"When an object is created an initialization needs to be done which is automatically done by the constructor function, it constructs the value of the member class.",medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,Which one of the following is not the characteristic of a constructor?,Constructors can be virtual,Constructors cannot be referred by their address,Constructors cannot be inherited,Constructors are called automatically,A,"Constructors cannot be virtual, because there is not a virtual table in the memory.",medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,What are private constructors?,Only (i),Only (ii),Both (i) and (ii),There is no concept of private constructors.,A,"A private constructor is a special instance constructor, which has no other arguments.",medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,Which one of the following is the main benefit of single inheritance?,Presence of ambiguity,Absence of ambiguity,Provides modularity,Does not provide modularity,B,The absence of ambiguity is one of the following are main benefits of single inheritance.,medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,How many types of valid inheritance are there?,4 types,5 types,6 types,3 types,B,"There are total 5 types of inheritances - Single, Multiple, Hybrid, Hierarchical, and Multilevel.",medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,In which type of inheritance the child or derived class inherits the features of the superclass and simultaneously this child class acts as a superclass for another derived class?,Hybrid inheritance,Multiple inheritances,Hierarchical inheritance,Multilevel inheritance,D,"In Multilevel inheritance, the child or derived class inherits the features of the superclass, and simultaneously these child class acts as a superclass for another derived class.",medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,In which type of inheritance does one class act as a superclass for more than one sub-class?,Hybrid inheritance,Multiple inheritances,Hierarchical inheritance,Multilevel inheritance,C,In Hierarchical inheritance one class act as a superclass for more than one subclass.,medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,This is the type of inheritance in which the implementation of a superclass is incomplete.,Single inheritance,Virtual inheritance,Multiple inheritances,Hybrid inheritance,B,Virtual inheritance is a type of inheritance in which the implementation of a superclass is incomplete.,medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,Virtual inheritance is also known as ____.,Clear inheritance,Private inheritance,Disinheritance,Multiple inheritances,C,Virtual inheritance is also known as Disinheritance.,medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,Which class is mainly designed to overcome the disadvantage of multiple inheritances?,Virtual Base class,Base class,Abstract class,Partial class,A,Virtual base classes are mainly designed to overcome the disadvantage of multiple inheritances.,medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,_____ is associated with polymorphism and inheritance.,Message parsing,Abstraction,Dynamic Binding,Encapsulation,C,Dynamic Binding is associated with polymorphism and inheritance.,medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,How many types of associations are there?,2 types,3 types,4 types,It does not have any type,B,"There are three types of associations: One-to-one association, Many-to-Many association, and Ternary association.",medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,_____ refers to the ability to perform operations without knowing the type of object they'll be operated on.,Abstract base class,Abstract class,Polymorphism,Operator overloading,C,Polymorphism refers to the ability to perform operations without knowing the type of object they'll be operated on.,medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,Early binding is also known as____?,Dynamic binding,Late binding,Static binding,Run time binding,C,Early binding is also known as static binding.,medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,Which of the following statement is not true for virtual functions?,The virtual function must be members of some class,The virtual function can be a static member,Virtual functions are accessed by using an object pointer,The virtual function can be a friend of another class,B,Virtual function cannot be a static member.,medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,"If two functions with the same name have different prototypes, C++ considers them as ____?",Friend Function,Overloaded function,Abstract function,Operator overloading function,B,"If two functions with the same name have different prototypes, C++ considers them as overloaded functions.",medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,____ Function is a function declared in a base class that has no definition relative to the base class.,Virtual Function,Pure Virtual Function,Friend Function,Static Function,B,Pure virtual Function is a function declared in a base class that has no definition relative to the base class.,medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,Which function is not a member of a class but still has access to private data of a class?,Friend Function,Pure Virtual Function,Static Function,Abstract Function,A,The friend function is not a member of a class but still has access to the private data of a class.,medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,State the correct syntax of a friend function.,"Class ABC{
*****
Friend public:
*****
Void xyz(); }","Class ABC{
*****
public:
*****
Friend Void xyz(); }","Class ABC{
*****
Friend public:
*****
Friend Void xyz(); }","Class ABC{
*****
public::friend()
*****
Friend Void xyz(); }",B,"The correct syntax of a friend function:
Class ABC{
*****
 public:
*****
Friend Void xyz(); }",medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,Select the correct operator which cannot be overloaded.,Scope Resolution Operator (::),Ternary Operator (? :),Member Access or Dot Operator (.),All of the above,D,"Scope Resolution Operator (::), Ternary Operator (? :), Member Access or Dot Operator (.) these are the operators which cannot be overloaded.",medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,Watch the diagram closely and identify the type of inheritance?,Hierarchical inheritance,Hybrid inheritance,Multilevel inheritance,Multiple inheritances,B,"Hybrid inheritance is the combination of multiple and multilevel inheritances so therefore in the given diagram, lecturer, department, the student refers as multilevel inheritance and marks and students refer as multiple inheritances.",medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,"The syntax is given below shows which type of inheritance?
```
18.	class A {
... .. ... };
class B: public A {
... .. ... };
class C: public B {
... ... ... };
```",Hierarchical inheritance,Hybrid inheritance,Multilevel inheritance,Multiple inheritances,C,"In the given syntax, class B is derived from the base class A and class C is derived from the derived class B.",medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,Which operator is used to access the static variable and static function of a class?,Scope Resolution Operator (::),Ternary Operator (? :),Member Access or Dot Operator (.),All of the above,A,"Scope Resolution Operator (::), is used to access the static variable and static function of a class.",medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,"If there are different sections of an organization such as IT, computer science, Civil, Mechanical, etc. Each organization has the same attributes such as student name, roll number, year, etc. which comes under a class Student then this comes under which type of inheritance?",Hierarchical inheritance,Hybrid inheritance,Multilevel inheritance,Multiple inheritances,A,All the sections inherit the student properties and thus follow the format of hierarchical inheritance.,medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
C++ / OOP,List of OOPs,How many types of functions are there in an object-oriented programming language?,4 types,5 types,2 types,6 types,B,"There are 5 types of functions in Object-oriented programming languages, they are: Simple functions, Static functions, Const functions, Inline functions, and Friend functions.",medium,web:Includehelp.com https://www.includehelp.com/mcq/oops-mcqs.aspx,
