subject,topic,question,option_a,option_b,option_c,option_d,correct_letter,explanation,difficulty,source,tags
Digital Logic,List of Digital Circuits,The ____ is a collection of flip-flops that are used to store binary data.,Log,Database,Ledger,Register,D,The register is a collection of flip-flops that are used to store binary data.,medium,web:Includehelp.com https://www.includehelp.com/mcq/digital-circuits-mcqs.aspx,
Digital Logic,List of Digital Circuits,The register is known as a ____- register if it is capable of moving bits either to the right or to the left.,Flag,Shift,Accumulator,Stack,B,The register is known as a shift register if it is capable of moving bits either to the right or to the left.,medium,web:Includehelp.com https://www.includehelp.com/mcq/digital-circuits-mcqs.aspx,
Digital Logic,List of Digital Circuits,An 'N' bit shift register contains ____ flip-flops.,N-1,N+1,N,N2,C,An 'N' bit shift register contains 'N' flip-flops.,medium,web:Includehelp.com https://www.includehelp.com/mcq/digital-circuits-mcqs.aspx,
Digital Logic,List of Digital Circuits,____ shift register is a shift register that accepts serial input and outputs serial output.,SISO,SIPO,PISO,PIPO,A,Serial In - Serial Out SISO shift register is a shift register that accepts serial input and outputs serial output.,medium,web:Includehelp.com https://www.includehelp.com/mcq/digital-circuits-mcqs.aspx,
Digital Logic,List of Digital Circuits,How many types of counters are there based on the flip-flops?,5,4,3,2,D,"There are two types of counters based on the flip flops:
 Asynchronous counter
 Synchronous counter",medium,web:Includehelp.com https://www.includehelp.com/mcq/digital-circuits-mcqs.aspx,
Digital Logic,List of Digital Circuits,How many types of Finite state machines are there?,5,4,3,2,D,"There are two types of FSM:
 Mealy state machine
 Moore state machine",medium,web:Includehelp.com https://www.includehelp.com/mcq/digital-circuits-mcqs.aspx,
Digital Logic,List of Digital Circuits,What is the Mealy machine?,A Mealy machine is a machine in which the output symbol depends upon the present input symbol and the present state of the machine,A Mealy machine is a machine in which the output symbol depends upon the present input symbol and the next state of the machine,A Mealy machine is a machine in which the output symbol depends upon the next input symbol and the next state of the machine,A Mealy machine is a machine in which the output symbol depends upon the next input symbol and the present state of the machine,A,A Mealy machine is a machine in which the output symbol depends upon the present input symbol and the present state of the machine.,medium,web:Includehelp.com https://www.includehelp.com/mcq/digital-circuits-mcqs.aspx,
Digital Logic,List of Digital Circuits,In ASM charts state box is represented in which shape?,Oval,Cube,Triangle,Rectangular,D,In ASM charts state box is represented in a rectangular shape.,medium,web:Includehelp.com https://www.includehelp.com/mcq/digital-circuits-mcqs.aspx,
Digital Logic,List of Digital Circuits,In ASM charts decision box is represented in which shape?,Oval,Cube,Triangle,Diamond,D,In ASM charts decision box is represented in a diamond shape.,medium,web:Includehelp.com https://www.includehelp.com/mcq/digital-circuits-mcqs.aspx,
Digital Logic,List of Digital Circuits,In ASM charts conditional output box is represented in which shape?,Oval,Cube,Triangle,Square,A,In ASM charts conditional output box is represented in an oval shape.,medium,web:Includehelp.com https://www.includehelp.com/mcq/digital-circuits-mcqs.aspx,
