subject,topic,question,option_a,option_b,option_c,option_d,correct_letter,explanation,difficulty,source,tags
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Which of the following is the correct extension of the C++ source code file?,.cpp,.c++,Both,None,C,"We can use both "".cpp"" and "".c++"" for a C++ source code file.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Which of the following command is used for the C++ compiler in Linux OS?,GCC,c++,g++,None,C,The g++ command is used to compile C++ source files.,medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Which of the following OOPs concepts are supported in C++?,1 and 2,"1, 2, and 3","1, 2, and 4","All 1,2,3,4",D,"C++ supports the following OOPS concept:
 Inheritance
 Encapsulation
 Abstraction
 Polymorphism",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,OOPs stands for?,Object Oriented Process System,Object Oriented Programming System,Object Oriented Programming Service,Object Orientation Programming System,B,OOPs stands for Object Oriented Programming System.,medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Stream is ___.,Group of non-printable character,Sequence of bytes,Set of errors,The flow of invalid characters,A,"In C++, we use the stream concept for Input/Output operations. It is a sequence of bytes or flow of data that improves performance.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,"If the set of bytes flows from main memory to other devices like printers, the monitor is known as ___.",Input Operation,Output Operation,Both of above,None of the above,B,"If the set of bytes flows from the main memory to other devices like the printer, the monitor is known as output operation.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,"Which of the following header file is used to define cin, cout?",<iomanip.h>,<iostream.h>,<fstream.h>,None of the above,B,The <iostream.h> header file is used to define cin and cout.,medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,"The cin, cout are ___.",Library functions,structures,Pointers,objects,D,The cin and cout are the objects of the istream and ostream classes respectively that are used to perform input/output operations.,medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Which of the following is not a valid predefined object in C++?,cin,cout,cput,cerr,C,"The ""cput"" is not a valid predefined object in C++.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,The stdout stands for ___.,State Output,Standard Output,Stand Output,Stream Output,B,"The ""stdout"" stands for standard output. It is used to represent standard output devices like the monitor.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Which of the following is an insertion operator in C++?,<<,>>,->,<<<,A,"In C++, ""<<"" is known as the insertion operator which is used with the ""cout"" object to print data on the console screen.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Which of the following is an extraction operator in C++?,>>>,>>,->,<<<,B,"In C++, "">>"" is known as an extraction operator which is used with the ""cin"" object to read user input.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,The endl is a ___.,Macro,object,Pointers,function,A,"The endl is an object of ostream classes, which is used to print newline on the console screen.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Which of the following object is also used to flush the stream?,cin,cout,cerr,endl,D,"The ""endl"" object is used to print the newline as well as flush the stream.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,"Which of the following namespace contains cin, cout objects?",ost,std,endl,none of the above,B,"The ""std"" namespace contains cin, and cout objects.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Which of the following are types of datatypes in C++?,1 and 2,"1, 2, and 4","1, 2, and 3","All, 1, 2, 3, 4",D,"There are 4 types of datatypes in C++:
 Basic Datatype
 Derived Datatype
 Enumeration data type
 User Defined datatype",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,"If we use value ""3.14"" then what will be the data type of the given value?",float,double,long double,none of the above,B,"If we use any floating-point value with the suffix ""F"" in C++ that will be double type.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Which of the following is the correct format specifier for long double-type values in C++?,%f,%ld,%lf,%ldf,C,"The ""%lf"" format specifier is used for long double in C++.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,What is the size of a long double in C++?,8 bytes,10 bytes,12 bytes,16 bytes,B,The size of a long double in C++ is 10 bytes.,medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Which of the following is not the basic type in C++?,int,float,array,char,C,"The ""array"" is a derived datatype in C++. It is not a fundamental datatype in C++.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,"For which type, the format specifier ""%i"" is used?",int,float,array,char,A,"We can use a ""%d"" or ""%i"" format specifier for integer variables in C++.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Which of the following is not a correct qualifier in C++?,Size qualifier,Type qualifier,Sign qualifier,None of the above,D,"There are 3 types of qualifiers used in C++:
 Size qualifier
 Sign qualifier
 Type qualifier",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,How many byte(s) does a short type take in C++?,1,2,3,4,B,"In C++, the short or short int takes 2 bytes (16 bits) in memory.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,The operator '+' is?,Unary Operator,Binary Operator,Both Unary and Binary,None of the above,C,"In C++, the operator '+' can be used as a binary and unary operator.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,The operator '%' is known as?,Division Operator,Modulus Operator,Percentage Operator,None of the above,B,"In C++, the operator '%' is known as the modulus operator, which is used to find the remainder.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Which of the following operator is a ternary operator?,+=,!=,::,?:,D,"In C++, the operator '?:' is a ternary operator, it operates on 3 operands, it is also known as a conditional operator.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Which of the following operator is known as Scope Resolution Operator?,::,?:,->,.,A,"In C++, the operator '::' is known as the Scope Resolution operator.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Which of the following operator is known as Referential Operator?,!=,?:,->,sizeof,C,"In C++, the operator '->' is known as the Referential operator.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,The sizeof() is a?,Unary Operator,Binary Operator,Ternary Operator,None of the above,A,"In C++, the sizeof() is a unary operator.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Which of the following operator is used to return the address of a variable?,*,->,&,None of the above,C,"In C++, the ""&"" operator is used to return the address of a variable.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,"Which of the following is known as the ""value of"" operator?",*,->,&,None of the above,A,"In C++, the ""*"" operator is known as the ""value of"" operator.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,"Which of the following is known as the ""NOT"" operator?",~,!,NOT,None of the above,B,"In C++, the ""!"" operator is known as the ""NOT"" operator.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Which of the following is not an arithmetic operator?,%,/,!,*,C,"In C++, the ""!"" operator is not an arithmetic operator, it is a logical operator.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Which of the following is the default storage class in C++?,auto,extern,register,static,A,"The ""auto"" is the default storage class in C++.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Which of the following escape sequence is used to print double quotes on the console screen?,%”,/”,*”,None of the above,B,"The escape sequence /"" prints double quotes on the console screen.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Which of the following escape sequence is used to print the percentage symbol on the console screen?,%%,/%,*%,None of the above,A,The escape sequence %% is used to print the percentage symbol on the console screen.,medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Which of the following statement is correct about default arguments?,Arguments that cannot be passed to the function,Arguments with a default value that is not mandatory to be passed into the function,Arguments that always take the same data value,None of the above,B,"In C++, we can create functions with default arguments. The default arguments are used with a default value that is not mandatory to be passed into the function.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Which of the following condition is correct for the default arguments?,Default arguments must be the last arguments in the function declaration.,Default arguments must be the first argument in the function declaration.,Default arguments can be declared anywhere in the function declaration.,None of the above,A,"In C++, we can create functions with default arguments. The default arguments must be the last argument in the function declaration.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Which of the following function can be called without any arguments?,"int print(int count, char ch='*')",int print(char ch='*'),"int print(char ch='*',int count)",int print(char ch),B,"In the above options, option B is correct.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Which of the following is the correct function prototype?,"void printchar(int cnt=0, char ch, int val=0)","void printchar(int cnt=0, char='*')","void printchar(int cnt, char ch='*')","void printchar(char ch='c', int cnt)",C,"In the above options, option C is correct.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,"Which of the following function will be called with the independent syntax ""sample(10,20,30);""?","void sample(int x, int y)","void sample(int x=0, int y, int z)","float sample(int x=0, y=0, z=0)","void sample(int x, int y, int z=0)",D,"In the above options, option D is correct. Option C is incorrect because the return type is ""float"" and the syntax given is independent which means it doesn't return any value.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,"Which of the following is an incorrect call to the function void sample(int a, int b=0, int c=0)?","sample(10,20,30);",sample();,sample(50);,"sample(30,40);",B,Here we need to pass at least one argument to the function.,medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Which of the following statement is not correct about Default arguments?,Default arguments are allowed with pointer and reference to function declaration.,Default arguments are not allowed with a declaration of a pointer to functions.,Default arguments are not allowed with the reference to functions.,None of the above,A,Default arguments are not allowed with pointer and reference to function declaration.,medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,How many sequences of statements are available in C++?,6,5,4,3,B,"There are following sequence of statements is available in C++:
 Pre-processor directives
 Comments
 Declarations
 Function Declarations
 Executable statements",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Which of the following is/are a decision making statement?,1 and 2,1 and 3,4,"1, 2, and 3",D,"In C++, Decision-making statements are:
 IF statements
 Switch Statements
 Conditional operators.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Which of the following statement can replace the if-else statement?,while loop,do-while loop,for loop,conditional operator,D,"In C++, we can replace if-else statements using conditional operators.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Which of the following is the best option to make decisions for multiple choices?,if,if-else,if-else-if,All the above,C,"In C++, ""if-else-if"" is the best option for multiple choices.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Which of the following is an exit control loop?,While Loop,Do While loop,For loop,None of the above,B,"The do-while loop is an entry control loop, in the ""while"" loop we need to check the condition before executing the loop body.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Which of the following loop is normally used for a menu-driven program?,Do While loop,For loop,While loop,None of the above,A,The do-while loop is used for a menu-driven program in C++.,medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,"Which of the following loop, in which we have to execute the body of the loop before checking the condition?",Do While loop,For loop,While loop,None of the above,A,"In the Do-while loop, we have to execute the body of the loop before checking the condition.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Which of the following types of variables can be used in the Switch statement for case selection?,"int, float, char","int, char","int, double",Any fundamental type,A,"We can use only int, char type variables in the switch statement for case selection.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,"Which of the following statement is correct about the ""break"" statement?",The break statement cancels the remaining iterations,Break statement skips a particular iteration,The break statement terminates the program,None of the above,A,The Break statement cancels the remaining iterations.,medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Which of the following loop is faster in C++?,Do While loop,For loop,While loop,All loops work at the same speed,D,All loops work at the same speed.,medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Which of the following statement is used to quit the loop immediately?,continue,break,while,None of the above,B,The break statement is used to quit the loop immediately.,medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,"Which of the following statement is also known as a ""switch"" statement?",selective statement,choose statement,bitwise statement,certain statement,A,The switch statement is also known as the selective statement.,medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,"Which of the following statement is also known as a ""continue"" statement?",goto statement,bitwise statement,skipping statement,certain statement,C,"The ""continue"" statement is also known as the skipping statement.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,"Which of the following is the correct syntax of the ""for"" loop?",for(condition; increment; declaration){ //body of the loop };,for(declaration; increment/decrement; condition){ //body of the loop };,for(initalization; condition; increment/decrement){ //body of the loop };,None of the above,C,The 3rd option is correct.,medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,"Which of the following is the correct syntax of the ""do-while"" loop?",do{ //Body of the loop }while(condition);,dowhile(condition){ //Body of the loop };,do while(condition){ //Body of the loop };,do{ //Body of the loop }while(condition),A,The 1st option is correct.,medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,"Which of the symbol is used with the label in the ""goto"" statement?",@,:,#,!,B,"The colon "":"" symbol is used with the label in the ""goto"" statement.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Which of the following loop is the best option when the number of iterations is known?,While loop,For loop,Do while loop,all loops require that the iterations be known,B,"The ""for"" loop is the best option when the number of iterations is known.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Execution of C++ program starts from?,void function,class,main function,user-defined function,C,Execution of the C++ program starts from the main () function.,medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Which of the following given option is used to complete the function declaration?,Semicolon,Colon,Comma,None of the above,C,The semicolon is used to complete the function declaration.,medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,How many arguments can be passed to a function?,128,256,512,Vary from compiler to compiler,D,It varies from compiler to compiler and also different C99 and C++ standards.,medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Which of the following are the mandatory part of the function prototype?,Function name and argument list,Function name and return type,"Function name, argument list, and return type",Return type and argument list,B,The function name and return type are the mandatory part of the function prototype.,medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,"What will be the output of the following program?
```
#include <iostream>
using namespace std;

void sayHello();
{
    cout << ""Hello World"";
}

int main()
{
    sayHello();
    return 0;
}
```",Hello World,Hello,Error,None of the above,B,"The above program will generate a syntax error because we use a semicolon in the definition of the sayHello() function. The correct program is given below:
#include <iostream>
using namespace std;
void sayHello()
{
 cout << ""Hello World"";
}
int main()
{
 sayHello();
 return 0;
}",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Which of the following is a more effective way to call a function with arguments?,Call by value,Call by reference,Call by address,None of the above,B,"The ""call by reference"" is a more effective way to call a function with arguments because it reduces the overall time and memory use.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,How many minimum numbers of functions are required to execute a C++ program?,1,2,3,4,A,"To execute a C++ program, we required only 1 function which is the main() function. Because the main() function is the entry point for the program.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,What is the lifetime of a static variable declared in a user-defined function?,Within the function only,Within the main function only,Whole program,None of the above,C,The lifetime of a static variable is in the whole program. But its scope is within the function only.,medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Which of the following statement is correct about inline function?,A function that is substituted at the place of call.,A function that is called at compile time,A function that contains only looping statements,None of the above,A,A function that is substituted at the place of call is called an inline function.,medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Default values for a function are defined.,In function declaration,In function definition,During function call,None of the above,A,We can define default values for a function in the function declaration.,medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Index of an array starts from?,1,2,0,-1,C,The index of an array starts from 0 in C++.,medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,"In C++, the Array name denotes?",The base address of the array,The first value of the array,Last value of the array,None of the above,A,Array name denotes the base address of the array.,medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,"If we create an array ""Arr"", which is the correct way to access the first element of the array?",Arr[0],0[Arr],*(Arr+0),All the above,D,All the given options are the correct way to access the first element of the array.,medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,An array occupies memory space in?,Contiguous manner,Fragmented manner,Linked List,None,A,"In C++, an array occupies memory space in a contiguous manner.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,How many dimensions are an array in C++?,1D array,2D Array,3D array,No Limit,D,There is no limit of dimensions for arrays in C++.,medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,"When we pass an array to the function, then the function call will be?",Call by value,Call by reference,Both A and B,None of these,B,"When we pass an array to the function then the function call will be ""call by reference"".",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Which of the following statement is correct about the is_array() function in C++??,The is_array() function is used to check whether a variable is an array or not.,The is_array() function is used to check whether a variable is a 1D array or not.,The is_array() function is used to check whether a variable is a 1D or 2D array.,None of these,A,The is_array() function is used to check whether a variable is an array or not.,medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Which of the following statement is correct about the is_same() function in C++?,The is_same() function is used to check whether a variable is an array or not.,The is_same() function is used to check if two variables of array type.,The is_same() function is used to check if two variables have the same characteristics.,None of these,C,The is_same() function is used to check if two variables have the same characteristics.,medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Which of the following function is used to get the dimensions of the given array?,getdimension,getarraydimension,rank,arrayrank,C,The rank function is used to get the dimensions of the given array.,medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Which of the following function is used to remove all dimensions from an array?,remove_dimension,remove_all_dimensions,remove_extent,remove_all_extents,D,The remove_all_extents is used to remove all dimensions from an array.,medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Which of the following contains an array type manipulation function?,std namespace,<iostream>,<array>,None of the above,A,"The ""std"" namespace contains an array type manipulation function.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Which of the following operator is known as the indirection operator?,->,&,*,None of the above,C,"The ""*"" operator is known as the indirection operator in C++.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
C++ / OOP,List of C++ Multiple-choice Questions and Answers,Which of the following operator is known as a referential operator?,->,&,*,None of the above,A,"The ""->"" operator is known as a referential operator in C++.",medium,web:Includehelp.com https://www.includehelp.com/mcq/cpp-mcqs.aspx,
